actor_1_facebook_likes,actor_1_name,actor_2_facebook_likes,actor_2_name,actor_3_facebook_likes,actor_3_name,aspect_ratio,budget,cast_total_facebook_likes,color,content_rating,country,director_facebook_likes,director_name,facenumber_in_poster,genres,gross,imdb_score,language,movie_facebook_likes,movie_title,num_critic_for_reviews,num_user_for_reviews,num_voted_users,overview,plot_keywords,popularity,production_companies,runtime,title_year,return_rate,if_profit,total_fb_likes
11000,Brad Pitt,8000,Julia Roberts,350,Mini Anden,2.35,110,19359,Color,PG-13,USA,0,Steven Soderbergh,0,Crime,125.531634,6.4,English,0,Ocean's Twelve,198,627,284852,"Danny Ocean reunites with his old flame and the rest of his merry band of thieves in carrying out three huge heists in Rome, Paris and Amsterdam – but a Europol agent is hot on their heels.",father daughter relationship|heist|pretending to be pregnant|sequel|thief,76.840712,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Section Eight"", ""id"": 129}, {""name"": ""Jerry Weintraub Productions"", ""id"": 2596}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""WV Films III"", ""id"": 12202}]",125,2004,0.14119667272727265,1,38709
11000,Brad Pitt,11000,Angelina Jolie Pitt,322,Stephanie March,2.35,120,22722,Color,PG-13,USA,218,Doug Liman,2,Action,186.336103,6.5,English,0,Mr. & Mrs. Smith,233,798,348861,"After five (or six) years of vanilla-wedded bliss, ordinary suburbanites John and Jane Smith are stuck in a huge rut. Unbeknownst to each other, they are both coolly lethal, highly-paid assassins working for rival organisations. When they discover they're each other's next target, their secret lives collide in a spicy, explosive mix of wicked comedy, pent-up passion, nonstop action and high-tech weaponry.",assassin|marriage|secret agent|suburb|target,44.635452,"[{""name"": ""Weed Road Pictures"", ""id"": 433}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""New Regency Pictures"", ""id"": 10104}]",120,2005,0.5528008583333335,1,45262
14000,Kate Winslet,5000,Theo James,1000,Mekhi Phifer,2.35,110,22622,Color,PG-13,USA,124,Robert Schwentke,0,Adventure,129.995817,6.3,English,27000,Insurgent,263,258,154621,Beatrice Prior must confront her inner demons and continue her fight against a powerful alliance which threatens to tear her society apart.,action heroine|falling from height|mind control|trainhopping|truth serum,103.718387,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""NeoReel"", ""id"": 24097}]",119,2015,0.1817801545454545,1,69746
29000,Leonardo DiCaprio,3000,Adam Scott,827,Frances Conroy,2.35,110,34582,Black and White,PG-13,USA,17000,Martin Scorsese,0,Biography,102.608827,7.5,English,0,The Aviator,267,799,264318,"A biopic depicting the life of filmmaker and aviation pioneer Howard Hughes from 1927 to 1947, during which time he became a successful film producer and an aviation magnate, while simultaneously growing more unstable due to severe obsessive-compulsive disorder.",1920s|aviation|fight|spruce goose|test flight,45.616098,"[{""name"": ""Miramax Films"", ""id"": 14}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Cappa Productions"", ""id"": 691}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Initial Entertainment Group (IEG)"", ""id"": 7380}, {""name"": ""IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG"", ""id"": 19116}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",170,2004,-0.06719248181818183,0,84409
480,James Corden,392,Catherine Tate,116,Olly Alexander,2.35,112,1173,Color,PG,USA,11,Rob Letterman,1,Adventure,42.776259,4.9,English,0,Gulliver's Travels,184,121,53160,"Travel writer Lemuel Gulliver takes an assignment in Bermuda, but ends up on the island of Liliput, where he towers over its tiny citizens.",bermuda triangle|box office hit|shipwrecked|travel|travel writer,22.845143,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Dune Entertainment III"", ""id"": 6332}]",85,2010,-0.6180691160714286,0,2172
11000,Christoph Waltz,1000,Tom Wilkinson,741,Chad L. Coleman,2.35,120,13391,Color,PG-13,USA,1000,Michel Gondry,0,Action,98.780042,5.8,English,14000,The Green Hornet,447,443,136019,"Britt Reid (Seth Rogen), the heir to the largest newspaper fortune in Los Angeles, is a spoiled playboy who has been, thus far, happy to lead an aimless life. After his father (Tom Wilkinson) dies, Britt meets Kato (Jay Chou), a resourceful company employee. Realizing that they have the talent and resources to make something of their lives, Britt and Kato join forces as costumed crime-fighters to bring down the city's most-powerful criminal, Chudnofsky (Christoph Waltz).",heir|kung fu|party|playboy|superhero,31.703608,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Sony Pictures Entertainment"", ""id"": 5752}, {""name"": ""Reliance BIG Entertainment"", ""id"": 6733}]",119,2011,-0.17683298333333342,0,41132
6000,Eva Green,1000,Sullivan Stapleton,1000,Peter Mensah,2.35,110,10583,Color,R,USA,263,Noam Murro,0,Action,106.369117,6.2,English,71000,300: Rise of an Empire,366,523,225273,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.",army|commander|female rear nudity|greek|navy,71.510596,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Hollywood Gang Productions"", ""id"": 2994}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Nimar Studios"", ""id"": 7636}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]",102,2014,-0.033008027272727225,0,89846
383,Mahadeo Shivraj,113,Tim Gunn,111,Madison McKinley,1.78,110,692,Color,PG,USA,67,Raja Gosnell,3,Adventure,142.614158,5.5,English,31000,The Smurfs,172,153,66593,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.",blue|new york|new york city|no opening credits|smurf,36.65422,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Kerner Entertainment Company"", ""id"": 7311}]",103,2011,0.2964923454545454,1,32366
12000,Steve Buscemi,513,Roseanne Barr,421,G.W. Bailey,1.78,110,13607,Color,PG,USA,6,Will Finn,0,Animation,50.026353,5.4,English,304,Home on the Range,104,88,13581,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.",cattle|cow|dairy farm|farm|rustler,19.625972,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]",76,2004,-0.5452149727272727,0,26851
6000,Naomi Watts,5000,Theo James,943,Zoë Kravitz,2.35,110,12452,Color,PG-13,USA,124,Robert Schwentke,3,Action,66.002193,5.8,English,12000,Allegiant,181,144,44296,Beatrice Prior and Tobias Eaton venture into the world outside of the fence and are taken into protective custody by a mysterious agency known as the Bureau of Genetic Welfare.,based on young adult novel|dystopia|genetic experimentation|strong female character|strong female lead,86.105615,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Lionsgate"", ""id"": 1632}, {""name"": ""Mandeville Films"", ""id"": 10227}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}]",121,2016,-0.3999800636363636,0,36519
20000,Hugh Jackman,929,Torey Michael Adkins,544,Olga Fonda,2.35,110,22254,Color,PG-13,USA,189,Shawn Levy,1,Action,85.463309,7.1,English,36000,Real Steel,327,426,254841,"In the near-future, Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After Charlie's robot is trashed, he reluctantly teams up with his estranged son Max to rebuild and train an unlikely contender.",arena|boxing|boxing movie|robot|robot battle,37.195046,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""21 Laps Entertainment"", ""id"": 2575}, {""name"": ""Reliance Entertainment"", ""id"": 7294}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""ImageMovers"", ""id"": 11395}, {""name"": ""Angry Films"", ""id"": 12087}, {""name"": ""Revolution Sun Studios"", ""id"": 76043}, {""name"": ""Kontsept Film Company"", ""id"": 76067}, {""name"": ""Wardour Street Pictures"", ""id"": 76069}]",127,2011,-0.22306082727272736,0,79916
681,Jacob Tremblay,71,Nancy O'Dell,40,Vanessa Matsui,1.85,105,914,Color,PG,USA,67,Raja Gosnell,3,Adventure,71.017784,5.4,English,0,The Smurfs 2,125,59,27257,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?",based on cartoon|box office hit|no opening credits|sequel|smurf,32.473628,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Sony Pictures Animation"", ""id"": 2251}, {""name"": ""Kerner Entertainment Company"", ""id"": 7311}, {""name"": ""Hemisphere Media Capital"", ""id"": 9169}, {""name"": ""NeoReel"", ""id"": 24097}]",105,2013,-0.32364015238095234,0,1773
673,Jason Patric,368,Temuera Morrison,202,Lois Chiles,2.35,160,2027,Color,PG-13,USA,101,Jan de Bont,0,Action,48.068396,3.7,English,894,Speed 2: Cruise Control,79,248,60573,Sandra Bullock and Jason Patric star as a young couple whose dream cruise turns to terror when a lunatic computer genius (Willem Dafoe) sets a new course for destruction.,collision course|computer|cruise|diamonds|ship run aground,23.336875,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Tulip Productions"", ""id"": 35304}]",121,1997,-0.699572525,0,4265
11000,Harrison Ford,635,Moises Arias,430,Aramis Knight,2.35,110,12908,Color,PG-13,USA,151,Gavin Hood,4,Action,61.656849,6.7,English,123000,Ender's Game,326,554,184561,"Based on the classic novel by Orson Scott Card, Ender's Game is the story of the Earth's most gifted children training to defend their homeplanet in the space wars of the future.",alien|future|manipulation|simulation|training,45.94834,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Chartoff Productions"", ""id"": 3200}, {""name"": ""Odd Lot Entertainment"", ""id"": 3263}, {""name"": ""K/O Paper Products"", ""id"": 7296}, {""name"": ""Digital Domain"", ""id"": 31825}, {""name"": ""Taleswapper"", ""id"": 31826}]",114,2013,-0.43948319090909094,0,148124
13000,Bruce Willis,300,Jonathan Sadowski,297,Cyril Raffaelli,2.35,110,13961,Color,PG-13,USA,235,Len Wiseman,1,Action,134.520804,7.2,English,0,Live Free or Die Hard,354,782,336235,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",fbi|hacker|independence day|police|terrorist,48.93337,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Cheyenne Enterprises"", ""id"": 890}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]",128,2007,0.2229163999999999,1,27793
16000,Christopher Lee,5000,Orlando Bloom,857,Billy Boyd,2.35,93,22342,Color,PG-13,New Zealand,0,Peter Jackson,2,Action,313.837577,8.8,English,21000,The Lord of the Rings: The Fellowship of the Ring,297,5060,1238746,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",elf|hobbit|middle earth|quest|ring,138.049577,"[{""name"": ""WingNut Films"", ""id"": 11}, {""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Saul Zaentz Company"", ""id"": 5237}]",178,2001,2.374597602150538,1,65199
1000,Jim Broadbent,1000,Steve Coogan,447,Cécile De France,2.35,110,3175,Color,PG,USA,153,Frank Coraci,0,Action,24.004159,5.8,English,0,Around the World in 80 Days,188,191,68720,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",19th century|around the world|inventor|martial arts|train,22.643776,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Walden Media"", ""id"": 10221}, {""name"": ""Babelsberg Film"", ""id"": 19481}, {""name"": ""Mostow/Lieberman Productions"", ""id"": 23636}, {""name"": ""80 Days Productions"", ""id"": 53413}, {""name"": ""Spanknyce Films"", ""id"": 53414}, {""name"": ""Fitzwilliam Productions"", ""id"": 53416}]",120,2004,-0.7817803727272727,0,5775
10000,Will Smith,851,Jada Pinkett Smith,780,Joe Morton,2.35,107,14196,Black and White,R,USA,0,Michael Mann,1,Biography,58.183966,6.8,English,0,Ali,174,386,79186,"In 1964, a brash new pro boxer, fresh from his olympic gold medal victory, explodes on to the scene; Cassius Clay. Bold and outspoken, he cuts an entirely new image for African Americans in sport with his proud public self confidence and his unapologetic belief that he is the greatest boxer of all time. Yet at the top of his game, both Ali's personal and professional lives face the ultimate test.",african american protagonist|african americans|boxing gym|gym|rumble in the jungle,18.866672,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}]",157,2001,-0.4562246168224299,0,25827
